,Número de Mesa,Nombre del Cliente,Número de Comensales,Mesero Asignado,Tipo de Servicio,Método de Pago,Propina,Estado de la Mesa,Número de Orden,País de Origen,Platos Ordenados,Fecha de Factura,Hora de Llegada,Hora de Salida,Monto Total,Tiempo de Preparación,Tiempo en la Mesa,Tiempo de Permanencia,Tiempo de Degustación,La Cuenta fue Cobrada
520,18,Cliente_422,2,Mesero_4,Almuerzo,Tarjeta de crédito,15.18,Libre,521,Bolivia,"Plato_1, Plato_9, Plato_18",06/04/2023,00:43:00,02:54:00,210,0 days 03:23:00,0 days 02:11:00,0 days 02:11:00,-1 days +22:48:00,No
521,2,Cliente_740,5,Mesero_4,Almuerzo,Efectivo,35.35,Libre,522,Uruguay,Plato_16,06/04/2023,01:38:00,04:26:00,84,0 days 02:21:00,0 days 02:48:00,0 days 02:48:00,0 days 00:27:00,Si
522,4,Cliente_930,3,Mesero_5,Almuerzo,Tarjeta de crédito,45.41,Ocupada,523,Argentina,Plato_6,06/04/2023,01:39:00,04:42:00,81,0 days 02:33:00,0 days 03:03:00,0 days 03:18:00,0 days 00:45:00,Si
523,16,Cliente_218,4,Mesero_3,Almuerzo,Tarjeta de crédito,26.91,Ocupada,524,Perú,"Plato_5, Plato_6",06/04/2023,00:03:00,02:32:00,76,0 days 01:16:00,0 days 02:29:00,0 days 02:44:00,0 days 01:28:00,Si
524,16,Cliente_318,3,Mesero_3,Almuerzo,Tarjeta de crédito,32.87,Ocupada,525,Venezuela,"Plato_14, Plato_8, Plato_17",06/04/2023,03:27:00,07:14:00,197,0 days 03:23:00,0 days 03:47:00,0 days 04:02:00,0 days 00:39:00,Si
525,4,Cliente_257,6,Mesero_4,Cena,Tarjeta de débito,43.02,Libre,526,Bolivia,Plato_11,06/04/2023,03:44:00,05:41:00,33,0 days 00:22:00,0 days 01:57:00,0 days 01:57:00,0 days 01:35:00,Si
526,19,Cliente_112,4,Mesero_1,Desayuno,Efectivo,22.95,Ocupada,527,España,Plato_6,06/04/2023,03:41:00,05:55:00,54,0 days 01:02:00,0 days 02:14:00,0 days 02:29:00,0 days 01:27:00,Si
527,14,Cliente_95,2,Mesero_2,Almuerzo,Tarjeta de débito,15.62,Reservada,528,Bolivia,"Plato_3, Plato_20, Plato_4",06/04/2023,01:47:00,03:48:00,78,0 days 02:01:00,0 days 02:01:00,0 days 02:01:00,0 days 00:00:00,Si
528,1,Cliente_866,2,Mesero_3,Almuerzo,Tarjeta de crédito,25.91,Ocupada,529,España,"Plato_18, Plato_19, Plato_14, Plato_16",06/04/2023,01:58:00,04:42:00,208,0 days 04:50:00,0 days 02:44:00,0 days 02:59:00,-1 days +22:09:00,No
529,7,Cliente_232,5,Mesero_5,Almuerzo,Tarjeta de crédito,30.19,Ocupada,530,Paraguay,"Plato_4, Plato_16, Plato_1",06/04/2023,02:13:00,06:07:00,160,0 days 04:09:00,0 days 03:54:00,0 days 04:09:00,0 days 00:00:00,Si
530,9,Cliente_882,6,Mesero_2,Cena,Efectivo,34.39,Libre,531,Paraguay,"Plato_13, Plato_20, Plato_4, Plato_9",06/04/2023,03:03:00,05:04:00,244,0 days 08:31:00,0 days 02:01:00,0 days 02:01:00,-1 days +17:30:00,No
531,13,Cliente_63,3,Mesero_3,Desayuno,Tarjeta de débito,17.95,Reservada,532,Argentina,"Plato_13, Plato_10, Plato_15",06/04/2023,01:48:00,05:26:00,137,0 days 01:34:00,0 days 03:38:00,0 days 03:38:00,0 days 02:04:00,Si
532,1,Cliente_336,3,Mesero_5,Cena,Tarjeta de débito,20.09,Libre,533,Ecuador,"Plato_3, Plato_13",06/04/2023,03:14:00,05:20:00,41,0 days 00:48:00,0 days 02:06:00,0 days 02:06:00,0 days 01:18:00,Si
533,1,Cliente_113,6,Mesero_4,Cena,Tarjeta de crédito,23.59,Reservada,534,Brasil,"Plato_7, Plato_9, Plato_8",06/04/2023,01:02:00,04:29:00,147,0 days 02:22:00,0 days 03:27:00,0 days 03:27:00,0 days 01:05:00,Si
534,15,Cliente_711,3,Mesero_1,Desayuno,Tarjeta de crédito,39.45,Libre,535,Chile,"Plato_20, Plato_9, Plato_7, Plato_13",06/04/2023,00:57:00,03:32:00,276,0 days 04:29:00,0 days 02:35:00,0 days 02:35:00,-1 days +22:06:00,No
535,9,Cliente_785,2,Mesero_4,Almuerzo,Tarjeta de crédito,46.0,Reservada,536,Chile,"Plato_4, Plato_9, Plato_14, Plato_2",06/04/2023,02:31:00,04:39:00,212,0 days 05:08:00,0 days 02:08:00,0 days 02:08:00,-1 days +21:00:00,No
536,18,Cliente_486,6,Mesero_3,Desayuno,Tarjeta de débito,28.68,Ocupada,537,Perú,Plato_13,06/04/2023,00:24:00,02:09:00,63,0 days 01:03:00,0 days 01:45:00,0 days 02:00:00,0 days 00:57:00,Si
537,14,Cliente_397,4,Mesero_4,Cena,Tarjeta de débito,41.35,Libre,538,Colombia,"Plato_2, Plato_14, Plato_11, Plato_16",06/04/2023,03:19:00,05:33:00,142,0 days 04:04:00,0 days 02:14:00,0 days 02:14:00,-1 days +22:10:00,No
538,18,Cliente_554,3,Mesero_2,Desayuno,Efectivo,20.9,Libre,539,Colombia,"Plato_2, Plato_6, Plato_9, Plato_4",06/04/2023,03:51:00,07:00:00,240,0 days 04:39:00,0 days 03:09:00,0 days 03:09:00,-1 days +22:30:00,No
539,6,Cliente_320,4,Mesero_1,Almuerzo,Tarjeta de crédito,47.85,Reservada,540,Uruguay,"Plato_4, Plato_8",06/04/2023,03:46:00,06:56:00,124,0 days 03:31:00,0 days 03:10:00,0 days 03:10:00,-1 days +23:39:00,No
540,19,Cliente_427,2,Mesero_1,Desayuno,Tarjeta de débito,33.7,Reservada,541,Colombia,"Plato_12, Plato_11, Plato_9, Plato_14",06/04/2023,00:33:00,04:32:00,202,0 days 04:10:00,0 days 03:59:00,0 days 03:59:00,-1 days +23:49:00,No
541,9,Cliente_791,5,Mesero_3,Desayuno,Tarjeta de crédito,49.05,Reservada,542,Chile,"Plato_18, Plato_10, Plato_6",06/04/2023,02:47:00,04:43:00,148,0 days 03:04:00,0 days 01:56:00,0 days 01:56:00,-1 days +22:52:00,No
542,19,Cliente_996,5,Mesero_4,Cena,Tarjeta de crédito,49.37,Reservada,543,Paraguay,"Plato_16, Plato_6, Plato_15",06/04/2023,00:47:00,03:37:00,206,0 days 03:10:00,0 days 02:50:00,0 days 02:50:00,-1 days +23:40:00,No
543,7,Cliente_392,4,Mesero_5,Almuerzo,Tarjeta de crédito,44.91,Ocupada,544,Ecuador,Plato_8,06/04/2023,03:17:00,04:45:00,70,0 days 01:36:00,0 days 01:28:00,0 days 01:43:00,0 days 00:07:00,Si
544,20,Cliente_615,5,Mesero_2,Almuerzo,Efectivo,12.18,Ocupada,545,Chile,"Plato_11, Plato_17",06/04/2023,02:39:00,04:26:00,130,0 days 03:33:00,0 days 01:47:00,0 days 02:02:00,-1 days +22:29:00,No
545,5,Cliente_968,2,Mesero_4,Almuerzo,Tarjeta de débito,47.81,Reservada,546,Bolivia,"Plato_15, Plato_16",06/04/2023,03:14:00,05:29:00,92,0 days 02:04:00,0 days 02:15:00,0 days 02:15:00,0 days 00:11:00,Si
546,9,Cliente_206,3,Mesero_5,Cena,Tarjeta de crédito,20.04,Ocupada,547,Colombia,"Plato_17, Plato_11, Plato_8",06/04/2023,02:43:00,04:36:00,227,0 days 03:51:00,0 days 01:53:00,0 days 02:08:00,-1 days +22:17:00,No
547,4,Cliente_669,2,Mesero_2,Almuerzo,Tarjeta de crédito,28.88,Libre,548,Chile,"Plato_18, Plato_17",06/04/2023,00:55:00,04:03:00,96,0 days 02:34:00,0 days 03:08:00,0 days 03:08:00,0 days 00:34:00,Si
548,12,Cliente_195,2,Mesero_1,Almuerzo,Tarjeta de crédito,35.34,Libre,549,Colombia,"Plato_1, Plato_8, Plato_18",06/04/2023,01:33:00,05:26:00,162,0 days 03:36:00,0 days 03:53:00,0 days 03:53:00,0 days 00:17:00,Si
549,1,Cliente_900,6,Mesero_3,Almuerzo,Tarjeta de crédito,28.33,Ocupada,550,Brasil,"Plato_2, Plato_7, Plato_3",06/04/2023,01:08:00,02:39:00,124,0 days 01:49:00,0 days 01:31:00,0 days 01:46:00,-1 days +23:57:00,No
550,4,Cliente_705,2,Mesero_3,Desayuno,Tarjeta de crédito,17.54,Reservada,551,Paraguay,"Plato_2, Plato_3, Plato_4, Plato_13",06/04/2023,02:58:00,04:10:00,171,0 days 04:07:00,0 days 01:12:00,0 days 01:12:00,-1 days +21:05:00,No
551,11,Cliente_462,6,Mesero_3,Cena,Tarjeta de débito,10.28,Libre,552,España,"Plato_20, Plato_13, Plato_3",06/04/2023,00:26:00,03:54:00,243,0 days 05:45:00,0 days 03:28:00,0 days 03:28:00,-1 days +21:43:00,No
552,14,Cliente_809,2,Mesero_3,Almuerzo,Tarjeta de crédito,44.38,Libre,553,Brasil,"Plato_2, Plato_1, Plato_5, Plato_12",06/04/2023,02:45:00,05:24:00,203,0 days 05:40:00,0 days 02:39:00,0 days 02:39:00,-1 days +20:59:00,No
553,10,Cliente_21,6,Mesero_3,Almuerzo,Tarjeta de débito,19.6,Ocupada,554,España,"Plato_14, Plato_20",06/04/2023,01:30:00,02:55:00,166,0 days 02:38:00,0 days 01:25:00,0 days 01:40:00,-1 days +23:02:00,No
554,20,Cliente_110,1,Mesero_2,Desayuno,Efectivo,41.08,Libre,555,Brasil,Plato_2,06/04/2023,01:59:00,05:02:00,30,0 days 00:46:00,0 days 03:03:00,0 days 03:03:00,0 days 02:17:00,Si
555,9,Cliente_814,6,Mesero_2,Almuerzo,Tarjeta de débito,14.09,Libre,556,Paraguay,"Plato_5, Plato_4",06/04/2023,03:57:00,07:41:00,76,0 days 02:06:00,0 days 03:44:00,0 days 03:44:00,0 days 01:38:00,Si
556,7,Cliente_381,5,Mesero_2,Almuerzo,Efectivo,35.88,Ocupada,557,Ecuador,"Plato_15, Plato_13, Plato_1",06/04/2023,03:52:00,07:39:00,177,0 days 03:56:00,0 days 03:47:00,0 days 04:02:00,0 days 00:06:00,Si
557,6,Cliente_284,4,Mesero_1,Almuerzo,Tarjeta de crédito,45.26,Reservada,558,Paraguay,"Plato_15, Plato_1, Plato_11",06/04/2023,00:18:00,03:06:00,179,0 days 05:33:00,0 days 02:48:00,0 days 02:48:00,-1 days +21:15:00,No
558,11,Cliente_728,1,Mesero_2,Almuerzo,Tarjeta de crédito,24.36,Reservada,559,Uruguay,Plato_11,06/04/2023,00:14:00,03:59:00,99,0 days 02:03:00,0 days 03:45:00,0 days 03:45:00,0 days 01:42:00,Si
559,6,Cliente_610,6,Mesero_5,Cena,Tarjeta de débito,31.53,Reservada,560,Argentina,"Plato_4, Plato_1",06/04/2023,00:15:00,03:17:00,111,0 days 01:48:00,0 days 03:02:00,0 days 03:02:00,0 days 01:14:00,Si
560,4,Cliente_190,2,Mesero_1,Almuerzo,Tarjeta de crédito,44.24,Reservada,561,Chile,"Plato_4, Plato_14",06/04/2023,01:13:00,03:39:00,64,0 days 01:12:00,0 days 02:26:00,0 days 02:26:00,0 days 01:14:00,Si
561,20,Cliente_454,3,Mesero_1,Cena,Tarjeta de crédito,21.49,Libre,562,Venezuela,"Plato_20, Plato_9, Plato_7, Plato_17",06/04/2023,02:36:00,06:20:00,288,0 days 04:25:00,0 days 03:44:00,0 days 03:44:00,-1 days +23:19:00,No
562,12,Cliente_865,3,Mesero_5,Desayuno,Efectivo,20.07,Ocupada,563,Argentina,Plato_6,06/04/2023,03:04:00,04:43:00,54,0 days 01:14:00,0 days 01:39:00,0 days 01:54:00,0 days 00:40:00,Si
563,9,Cliente_825,3,Mesero_5,Cena,Efectivo,33.08,Reservada,564,Venezuela,"Plato_19, Plato_20, Plato_3",06/04/2023,00:31:00,02:23:00,156,0 days 01:41:00,0 days 01:52:00,0 days 01:52:00,0 days 00:11:00,Si
564,3,Cliente_134,6,Mesero_1,Almuerzo,Tarjeta de crédito,15.11,Libre,565,Venezuela,"Plato_15, Plato_4, Plato_11, Plato_8",06/04/2023,02:39:00,05:29:00,251,0 days 04:23:00,0 days 02:50:00,0 days 02:50:00,-1 days +22:27:00,No
565,4,Cliente_88,3,Mesero_3,Almuerzo,Tarjeta de crédito,42.62,Libre,566,Uruguay,Plato_10,06/04/2023,01:45:00,04:57:00,78,0 days 02:48:00,0 days 03:12:00,0 days 03:12:00,0 days 00:24:00,Si
566,15,Cliente_789,4,Mesero_4,Almuerzo,Tarjeta de débito,42.83,Ocupada,567,Chile,"Plato_16, Plato_11, Plato_18, Plato_13",06/04/2023,01:59:00,05:16:00,253,0 days 04:05:00,0 days 03:17:00,0 days 03:32:00,-1 days +23:27:00,No
567,5,Cliente_63,1,Mesero_4,Almuerzo,Tarjeta de débito,21.13,Ocupada,568,Colombia,"Plato_18, Plato_20",06/04/2023,01:39:00,03:28:00,182,0 days 03:28:00,0 days 01:49:00,0 days 02:04:00,-1 days +22:36:00,No
568,12,Cliente_555,5,Mesero_1,Almuerzo,Tarjeta de crédito,28.52,Reservada,569,Bolivia,"Plato_18, Plato_13",06/04/2023,01:28:00,03:05:00,131,0 days 02:28:00,0 days 01:37:00,0 days 01:37:00,-1 days +23:09:00,No
569,1,Cliente_887,6,Mesero_5,Almuerzo,Tarjeta de crédito,38.4,Libre,570,Colombia,"Plato_11, Plato_10",06/04/2023,02:40:00,04:27:00,85,0 days 00:54:00,0 days 01:47:00,0 days 01:47:00,0 days 00:53:00,Si
570,15,Cliente_710,2,Mesero_5,Almuerzo,Tarjeta de crédito,49.54,Libre,571,Perú,Plato_6,06/04/2023,01:21:00,02:54:00,54,0 days 00:52:00,0 days 01:33:00,0 days 01:33:00,0 days 00:41:00,Si
571,19,Cliente_913,3,Mesero_4,Almuerzo,Efectivo,46.21,Ocupada,572,Brasil,"Plato_2, Plato_5",06/04/2023,02:53:00,06:27:00,74,0 days 00:54:00,0 days 03:34:00,0 days 03:49:00,0 days 02:55:00,Si
572,7,Cliente_41,3,Mesero_3,Almuerzo,Tarjeta de crédito,47.08,Ocupada,573,Chile,"Plato_13, Plato_18",06/04/2023,03:12:00,07:09:00,165,0 days 03:27:00,0 days 03:57:00,0 days 04:12:00,0 days 00:45:00,Si
573,20,Cliente_738,3,Mesero_5,Almuerzo,Tarjeta de crédito,42.57,Libre,574,Brasil,"Plato_10, Plato_19, Plato_4, Plato_13",06/04/2023,00:31:00,03:08:00,207,0 days 05:45:00,0 days 02:37:00,0 days 02:37:00,-1 days +20:52:00,No
574,15,Cliente_268,4,Mesero_4,Almuerzo,Tarjeta de crédito,33.52,Libre,575,Paraguay,Plato_4,06/04/2023,01:36:00,04:44:00,18,0 days 00:44:00,0 days 03:08:00,0 days 03:08:00,0 days 02:24:00,Si
575,9,Cliente_280,1,Mesero_4,Cena,Efectivo,21.71,Reservada,576,Uruguay,"Plato_11, Plato_17, Plato_19",06/04/2023,03:57:00,07:06:00,234,0 days 04:13:00,0 days 03:09:00,0 days 03:09:00,-1 days +22:56:00,No
576,5,Cliente_117,4,Mesero_4,Almuerzo,Tarjeta de crédito,34.12,Libre,577,Perú,"Plato_4, Plato_5",06/04/2023,03:13:00,06:40:00,40,0 days 00:25:00,0 days 03:27:00,0 days 03:27:00,0 days 03:02:00,Si
577,11,Cliente_83,6,Mesero_3,Almuerzo,Tarjeta de crédito,32.8,Ocupada,578,España,Plato_2,06/04/2023,02:11:00,04:24:00,90,0 days 02:12:00,0 days 02:13:00,0 days 02:28:00,0 days 00:16:00,Si
578,9,Cliente_988,2,Mesero_3,Almuerzo,Tarjeta de crédito,35.96,Libre,579,Paraguay,Plato_1,06/04/2023,00:10:00,02:17:00,50,0 days 01:36:00,0 days 02:07:00,0 days 02:07:00,0 days 00:31:00,Si
579,10,Cliente_606,5,Mesero_4,Almuerzo,Tarjeta de débito,44.54,Libre,580,Uruguay,Plato_11,06/04/2023,00:06:00,01:18:00,33,0 days 00:30:00,0 days 01:12:00,0 days 01:12:00,0 days 00:42:00,Si
580,18,Cliente_384,5,Mesero_4,Almuerzo,Tarjeta de crédito,13.27,Ocupada,581,Perú,"Plato_11, Plato_2",06/04/2023,03:33:00,05:08:00,123,0 days 02:15:00,0 days 01:35:00,0 days 01:50:00,-1 days +23:35:00,No
581,3,Cliente_372,1,Mesero_2,Almuerzo,Tarjeta de crédito,20.23,Reservada,582,Uruguay,Plato_6,06/04/2023,03:48:00,05:09:00,54,0 days 01:24:00,0 days 01:21:00,0 days 01:21:00,-1 days +23:57:00,No
582,9,Cliente_429,2,Mesero_2,Cena,Tarjeta de débito,35.99,Libre,583,Brasil,"Plato_12, Plato_4, Plato_7, Plato_20",06/04/2023,01:41:00,03:34:00,243,0 days 04:24:00,0 days 01:53:00,0 days 01:53:00,-1 days +21:29:00,No
583,9,Cliente_283,4,Mesero_3,Almuerzo,Tarjeta de débito,36.98,Reservada,584,Chile,"Plato_13, Plato_17, Plato_16",06/04/2023,03:35:00,06:59:00,139,0 days 02:51:00,0 days 03:24:00,0 days 03:24:00,0 days 00:33:00,Si
584,3,Cliente_876,5,Mesero_3,Desayuno,Tarjeta de crédito,10.07,Libre,585,Ecuador,"Plato_15, Plato_8, Plato_4, Plato_1",06/04/2023,01:23:00,02:37:00,128,0 days 01:57:00,0 days 01:14:00,0 days 01:14:00,-1 days +23:17:00,No
585,17,Cliente_857,5,Mesero_3,Cena,Efectivo,32.79,Ocupada,586,Venezuela,"Plato_11, Plato_7",06/04/2023,00:44:00,03:55:00,171,0 days 04:36:00,0 days 03:11:00,0 days 03:26:00,-1 days +22:50:00,No
586,7,Cliente_208,4,Mesero_3,Desayuno,Tarjeta de crédito,35.03,Ocupada,587,Uruguay,Plato_7,06/04/2023,03:38:00,04:42:00,48,0 days 01:26:00,0 days 01:04:00,0 days 01:19:00,-1 days +23:53:00,No
587,15,Cliente_21,2,Mesero_3,Cena,Efectivo,33.93,Libre,588,Paraguay,"Plato_10, Plato_1",06/04/2023,02:20:00,05:58:00,101,0 days 01:01:00,0 days 03:38:00,0 days 03:38:00,0 days 02:37:00,Si
588,10,Cliente_443,4,Mesero_4,Almuerzo,Tarjeta de débito,28.96,Libre,589,Uruguay,"Plato_14, Plato_18, Plato_13, Plato_15",06/04/2023,03:14:00,05:57:00,284,0 days 04:30:00,0 days 02:43:00,0 days 02:43:00,-1 days +22:13:00,No
589,3,Cliente_240,6,Mesero_2,Desayuno,Tarjeta de crédito,40.94,Ocupada,590,Venezuela,"Plato_18, Plato_3",06/04/2023,02:45:00,04:27:00,122,0 days 02:30:00,0 days 01:42:00,0 days 01:57:00,-1 days +23:27:00,No
590,11,Cliente_138,6,Mesero_3,Desayuno,Tarjeta de crédito,44.33,Libre,591,Bolivia,Plato_20,06/04/2023,03:44:00,06:19:00,120,0 days 02:33:00,0 days 02:35:00,0 days 02:35:00,0 days 00:02:00,Si
591,5,Cliente_177,1,Mesero_2,Almuerzo,Tarjeta de crédito,35.67,Reservada,592,Ecuador,"Plato_5, Plato_1",06/04/2023,00:48:00,02:40:00,94,0 days 03:22:00,0 days 01:52:00,0 days 01:52:00,-1 days +22:30:00,No
592,17,Cliente_832,5,Mesero_4,Almuerzo,Tarjeta de débito,48.8,Reservada,593,España,"Plato_20, Plato_17, Plato_11, Plato_19",06/04/2023,00:25:00,02:17:00,209,0 days 00:58:00,0 days 01:52:00,0 days 01:52:00,0 days 00:54:00,Si
593,17,Cliente_480,1,Mesero_3,Almuerzo,Tarjeta de débito,46.01,Libre,594,Bolivia,"Plato_11, Plato_5, Plato_3",06/04/2023,03:20:00,04:49:00,139,0 days 03:55:00,0 days 01:29:00,0 days 01:29:00,-1 days +21:34:00,No
594,9,Cliente_290,5,Mesero_2,Almuerzo,Tarjeta de crédito,40.33,Ocupada,595,Paraguay,"Plato_13, Plato_2",06/04/2023,03:03:00,05:27:00,72,0 days 00:54:00,0 days 02:24:00,0 days 02:39:00,0 days 01:45:00,Si
595,18,Cliente_351,2,Mesero_2,Almuerzo,Tarjeta de débito,23.7,Ocupada,596,Ecuador,"Plato_14, Plato_7, Plato_15, Plato_1",06/04/2023,01:21:00,03:39:00,240,0 days 05:58:00,0 days 02:18:00,0 days 02:33:00,-1 days +20:35:00,No
596,16,Cliente_354,1,Mesero_1,Almuerzo,Tarjeta de crédito,45.46,Ocupada,597,Bolivia,"Plato_16, Plato_4, Plato_20, Plato_7",06/04/2023,00:51:00,03:51:00,150,0 days 03:00:00,0 days 03:00:00,0 days 03:15:00,0 days 00:15:00,Si
597,9,Cliente_344,6,Mesero_5,Almuerzo,Tarjeta de crédito,11.31,Reservada,598,España,"Plato_10, Plato_15, Plato_17",06/04/2023,03:16:00,06:59:00,209,0 days 02:57:00,0 days 03:43:00,0 days 03:43:00,0 days 00:46:00,Si
598,11,Cliente_564,3,Mesero_2,Almuerzo,Tarjeta de crédito,30.97,Libre,599,Paraguay,"Plato_18, Plato_17, Plato_8",06/04/2023,00:34:00,04:21:00,169,0 days 02:47:00,0 days 03:47:00,0 days 03:47:00,0 days 01:00:00,Si
599,14,Cliente_782,4,Mesero_3,Almuerzo,Tarjeta de débito,41.35,Ocupada,600,Chile,"Plato_16, Plato_2",06/04/2023,03:58:00,05:01:00,144,0 days 02:32:00,0 days 01:03:00,0 days 01:18:00,-1 days +22:46:00,No
600,13,Cliente_88,1,Mesero_4,Cena,Tarjeta de crédito,16.81,Libre,601,Perú,"Plato_20, Plato_16, Plato_14, Plato_8",06/04/2023,02:43:00,06:15:00,292,0 days 04:06:00,0 days 03:32:00,0 days 03:32:00,-1 days +23:26:00,No
601,12,Cliente_165,3,Mesero_2,Almuerzo,Efectivo,16.5,Reservada,602,España,"Plato_8, Plato_5, Plato_2, Plato_20",06/04/2023,03:52:00,07:00:00,266,0 days 05:58:00,0 days 03:08:00,0 days 03:08:00,-1 days +21:10:00,No
602,19,Cliente_798,6,Mesero_1,Almuerzo,Tarjeta de crédito,24.2,Libre,603,Uruguay,Plato_17,06/04/2023,00:51:00,04:21:00,62,0 days 00:34:00,0 days 03:30:00,0 days 03:30:00,0 days 02:56:00,Si
603,14,Cliente_959,5,Mesero_2,Almuerzo,Tarjeta de crédito,42.6,Ocupada,604,Ecuador,Plato_8,06/04/2023,01:18:00,05:16:00,105,0 days 02:06:00,0 days 03:58:00,0 days 04:13:00,0 days 02:07:00,Si
604,19,Cliente_608,2,Mesero_3,Almuerzo,Efectivo,24.38,Ocupada,605,Uruguay,"Plato_3, Plato_20, Plato_8, Plato_2",06/04/2023,02:49:00,06:24:00,220,0 days 05:31:00,0 days 03:35:00,0 days 03:50:00,-1 days +22:19:00,No
605,1,Cliente_434,2,Mesero_5,Almuerzo,Tarjeta de crédito,31.58,Ocupada,606,Venezuela,"Plato_1, Plato_6, Plato_10",06/04/2023,03:14:00,06:06:00,183,0 days 05:38:00,0 days 02:52:00,0 days 03:07:00,-1 days +21:29:00,No
606,10,Cliente_377,1,Mesero_5,Almuerzo,Tarjeta de crédito,28.9,Ocupada,607,Paraguay,"Plato_20, Plato_16",06/04/2023,01:24:00,03:29:00,68,0 days 01:09:00,0 days 02:05:00,0 days 02:20:00,0 days 01:11:00,Si
607,7,Cliente_657,6,Mesero_3,Almuerzo,Tarjeta de crédito,36.55,Reservada,608,España,Plato_9,06/04/2023,03:58:00,07:20:00,29,0 days 00:45:00,0 days 03:22:00,0 days 03:22:00,0 days 02:37:00,Si
608,1,Cliente_331,4,Mesero_1,Almuerzo,Tarjeta de crédito,23.29,Reservada,609,Ecuador,Plato_15,06/04/2023,03:23:00,07:02:00,32,0 days 00:27:00,0 days 03:39:00,0 days 03:39:00,0 days 03:12:00,Si
609,19,Cliente_728,4,Mesero_5,Cena,Tarjeta de crédito,37.9,Ocupada,610,Paraguay,"Plato_10, Plato_4",06/04/2023,02:12:00,04:11:00,44,0 days 00:47:00,0 days 01:59:00,0 days 02:14:00,0 days 01:27:00,Si
610,13,Cliente_224,1,Mesero_1,Almuerzo,Tarjeta de crédito,44.28,Ocupada,611,Brasil,"Plato_13, Plato_19",06/04/2023,03:55:00,07:43:00,78,0 days 02:16:00,0 days 03:48:00,0 days 04:03:00,0 days 01:47:00,Si
611,11,Cliente_680,4,Mesero_5,Almuerzo,Tarjeta de crédito,23.54,Reservada,612,Paraguay,"Plato_6, Plato_19, Plato_16, Plato_3",06/04/2023,01:12:00,05:00:00,231,0 days 04:29:00,0 days 03:48:00,0 days 03:48:00,-1 days +23:19:00,No
612,1,Cliente_230,5,Mesero_2,Desayuno,Efectivo,23.56,Reservada,613,España,"Plato_12, Plato_14, Plato_4, Plato_8",06/04/2023,01:57:00,03:35:00,285,0 days 07:36:00,0 days 01:38:00,0 days 01:38:00,-1 days +18:02:00,No
613,19,Cliente_823,6,Mesero_1,Desayuno,Tarjeta de débito,26.48,Reservada,614,Venezuela,Plato_7,06/04/2023,02:32:00,04:37:00,72,0 days 02:30:00,0 days 02:05:00,0 days 02:05:00,-1 days +23:35:00,No
614,7,Cliente_513,1,Mesero_5,Cena,Tarjeta de crédito,18.42,Ocupada,615,Ecuador,"Plato_17, Plato_14, Plato_1, Plato_15",06/04/2023,00:46:00,01:53:00,333,0 days 07:48:00,0 days 01:07:00,0 days 01:22:00,-1 days +17:34:00,No
615,4,Cliente_608,4,Mesero_5,Cena,Tarjeta de crédito,23.89,Ocupada,616,Venezuela,"Plato_7, Plato_2",06/04/2023,00:14:00,03:36:00,132,0 days 02:07:00,0 days 03:22:00,0 days 03:37:00,0 days 01:30:00,Si
616,13,Cliente_27,5,Mesero_2,Almuerzo,Tarjeta de crédito,38.18,Libre,617,Uruguay,"Plato_10, Plato_2",06/04/2023,01:20:00,05:17:00,142,0 days 02:15:00,0 days 03:57:00,0 days 03:57:00,0 days 01:42:00,Si
617,3,Cliente_973,5,Mesero_4,Desayuno,Tarjeta de crédito,25.93,Libre,618,Chile,"Plato_15, Plato_17, Plato_4, Plato_19",06/04/2023,00:56:00,03:12:00,319,0 days 05:48:00,0 days 02:16:00,0 days 02:16:00,-1 days +20:28:00,No
618,6,Cliente_619,4,Mesero_5,Cena,Tarjeta de crédito,16.44,Reservada,619,Ecuador,"Plato_6, Plato_10",06/04/2023,00:16:00,02:41:00,132,0 days 04:08:00,0 days 02:25:00,0 days 02:25:00,-1 days +22:17:00,No
619,16,Cliente_592,3,Mesero_4,Almuerzo,Tarjeta de crédito,26.64,Reservada,620,Paraguay,Plato_12,06/04/2023,02:49:00,06:07:00,57,0 days 02:00:00,0 days 03:18:00,0 days 03:18:00,0 days 01:18:00,Si
620,5,Cliente_575,2,Mesero_2,Almuerzo,Tarjeta de crédito,42.27,Ocupada,621,Ecuador,Plato_8,06/04/2023,01:08:00,02:27:00,105,0 days 00:24:00,0 days 01:19:00,0 days 01:34:00,0 days 01:10:00,Si
621,7,Cliente_117,5,Mesero_3,Cena,Tarjeta de crédito,11.47,Reservada,622,Argentina,"Plato_17, Plato_16",06/04/2023,02:07:00,05:31:00,121,0 days 03:04:00,0 days 03:24:00,0 days 03:24:00,0 days 00:20:00,Si
622,13,Cliente_395,1,Mesero_3,Almuerzo,Efectivo,22.05,Libre,623,Uruguay,"Plato_5, Plato_8, Plato_1, Plato_15",06/04/2023,00:45:00,03:10:00,235,0 days 05:13:00,0 days 02:25:00,0 days 02:25:00,-1 days +21:12:00,No
623,1,Cliente_833,4,Mesero_1,Cena,Tarjeta de crédito,38.0,Reservada,624,Argentina,"Plato_19, Plato_7, Plato_13",06/04/2023,01:56:00,03:26:00,102,0 days 01:34:00,0 days 01:30:00,0 days 01:30:00,-1 days +23:56:00,No
