Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones,Ganancia Bruta,Ganancia Neta,Porcentaje de Ganancia
624,1,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla,42,16,38.00%
625,5,Plato_4,Descripción del Plato_4,10,18,2,12,Ninguna,36,16,44.00%
625,5,Plato_20,Descripción del Plato_20,25,40,1,46,Sin cebolla,40,15,38.00%
625,5,Plato_13,Descripción del Plato_13,13,21,3,39,Ninguna,63,24,38.00%
626,14,Plato_2,Descripción del Plato_2,18,30,2,11,Ninguna,60,24,40.00%
626,14,Plato_7,Descripción del Plato_7,14,24,2,36,Sin cebolla,48,20,42.00%
626,14,Plato_9,Descripción del Plato_9,17,29,1,11,Sin cebolla,29,12,41.00%
627,4,Plato_13,Descripción del Plato_13,13,21,1,37,Ninguna,21,8,38.00%
628,2,Plato_7,Descripción del Plato_7,14,24,2,10,Ninguna,48,20,42.00%
628,2,Plato_20,Descripción del Plato_20,25,40,3,33,Sin cebolla,120,45,38.00%
629,17,Plato_18,Descripción del Plato_18,20,34,1,22,Sin cebolla,34,14,41.00%
629,17,Plato_3,Descripción del Plato_3,12,20,3,19,Ninguna,60,24,40.00%
629,17,Plato_4,Descripción del Plato_4,10,18,2,43,Sin cebolla,36,16,44.00%
630,2,Plato_17,Descripción del Plato_17,19,31,2,19,Ninguna,62,24,39.00%
630,2,Plato_20,Descripción del Plato_20,25,40,3,56,Ninguna,120,45,38.00%
631,6,Plato_5,Descripción del Plato_5,13,22,3,46,Ninguna,66,27,41.00%
632,16,Plato_15,Descripción del Plato_15,19,32,3,41,Sin cebolla,96,39,41.00%
632,16,Plato_11,Descripción del Plato_11,20,33,1,47,Ninguna,33,13,39.00%
633,16,Plato_2,Descripción del Plato_2,18,30,3,10,Ninguna,90,36,40.00%
633,16,Plato_7,Descripción del Plato_7,14,24,2,51,Sin cebolla,48,20,42.00%
633,16,Plato_5,Descripción del Plato_5,13,22,2,34,Ninguna,44,18,41.00%
633,16,Plato_4,Descripción del Plato_4,10,18,3,54,Sin cebolla,54,24,44.00%
634,2,Plato_5,Descripción del Plato_5,13,22,2,25,Ninguna,44,18,41.00%
634,2,Plato_20,Descripción del Plato_20,25,40,3,38,Sin cebolla,120,45,38.00%
634,2,Plato_1,Descripción del Plato_1,15,25,3,43,Sin cebolla,75,30,40.00%
634,2,Plato_8,Descripción del Plato_8,21,35,3,51,Ninguna,105,42,40.00%
635,5,Plato_9,Descripción del Plato_9,17,29,2,25,Sin cebolla,58,24,41.00%
636,14,Plato_7,Descripción del Plato_7,14,24,2,45,Ninguna,48,20,42.00%
636,14,Plato_12,Descripción del Plato_12,11,19,3,54,Sin cebolla,57,24,42.00%
636,14,Plato_13,Descripción del Plato_13,13,21,1,52,Sin cebolla,21,8,38.00%
637,6,Plato_11,Descripción del Plato_11,20,33,1,23,Sin cebolla,33,13,39.00%
637,6,Plato_18,Descripción del Plato_18,20,34,1,6,Sin cebolla,34,14,41.00%
637,6,Plato_1,Descripción del Plato_1,15,25,2,32,Ninguna,50,20,40.00%
638,16,Plato_2,Descripción del Plato_2,18,30,3,44,Ninguna,90,36,40.00%
639,8,Plato_10,Descripción del Plato_10,15,26,2,52,Ninguna,52,22,42.00%
639,8,Plato_17,Descripción del Plato_17,19,31,2,29,Ninguna,62,24,39.00%
639,8,Plato_12,Descripción del Plato_12,11,19,2,55,Ninguna,38,16,42.00%
640,14,Plato_10,Descripción del Plato_10,15,26,3,7,Sin cebolla,78,33,42.00%
640,14,Plato_13,Descripción del Plato_13,13,21,2,12,Ninguna,42,16,38.00%
640,14,Plato_11,Descripción del Plato_11,20,33,3,56,Sin cebolla,99,39,39.00%
641,2,Plato_9,Descripción del Plato_9,17,29,3,17,Ninguna,87,36,41.00%
641,2,Plato_1,Descripción del Plato_1,15,25,3,28,Sin cebolla,75,30,40.00%
641,2,Plato_14,Descripción del Plato_14,14,23,2,29,Ninguna,46,18,39.00%
642,15,Plato_13,Descripción del Plato_13,13,21,3,6,Sin cebolla,63,24,38.00%
642,15,Plato_10,Descripción del Plato_10,15,26,1,57,Sin cebolla,26,11,42.00%
642,15,Plato_9,Descripción del Plato_9,17,29,3,18,Sin cebolla,87,36,41.00%
643,17,Plato_11,Descripción del Plato_11,20,33,1,18,Ninguna,33,13,39.00%
644,9,Plato_17,Descripción del Plato_17,19,31,3,51,Ninguna,93,36,39.00%
645,6,Plato_11,Descripción del Plato_11,20,33,3,43,Sin cebolla,99,39,39.00%
645,6,Plato_6,Descripción del Plato_6,16,27,3,54,Ninguna,81,33,41.00%
646,12,Plato_8,Descripción del Plato_8,21,35,2,36,Ninguna,70,28,40.00%
647,12,Plato_4,Descripción del Plato_4,10,18,2,13,Sin cebolla,36,16,44.00%
647,12,Plato_17,Descripción del Plato_17,19,31,2,26,Sin cebolla,62,24,39.00%
648,9,Plato_16,Descripción del Plato_16,16,28,2,47,Ninguna,56,24,43.00%
649,9,Plato_9,Descripción del Plato_9,17,29,3,22,Sin cebolla,87,36,41.00%
649,9,Plato_16,Descripción del Plato_16,16,28,3,40,Ninguna,84,36,43.00%
649,9,Plato_1,Descripción del Plato_1,15,25,1,32,Sin cebolla,25,10,40.00%
649,9,Plato_3,Descripción del Plato_3,12,20,3,15,Ninguna,60,24,40.00%
650,11,Plato_13,Descripción del Plato_13,13,21,2,18,Sin cebolla,42,16,38.00%
650,11,Plato_9,Descripción del Plato_9,17,29,2,35,Sin cebolla,58,24,41.00%
650,11,Plato_15,Descripción del Plato_15,19,32,1,12,Sin cebolla,32,13,41.00%
650,11,Plato_8,Descripción del Plato_8,21,35,3,11,Ninguna,105,42,40.00%
651,16,Plato_20,Descripción del Plato_20,25,40,2,50,Ninguna,80,30,38.00%
651,16,Plato_13,Descripción del Plato_13,13,21,3,9,Ninguna,63,24,38.00%
651,16,Plato_11,Descripción del Plato_11,20,33,2,29,Ninguna,66,26,39.00%
652,14,Plato_17,Descripción del Plato_17,19,31,2,12,Ninguna,62,24,39.00%
652,14,Plato_19,Descripción del Plato_19,22,36,3,38,Sin cebolla,108,42,39.00%
653,13,Plato_16,Descripción del Plato_16,16,28,3,51,Sin cebolla,84,36,43.00%
653,13,Plato_2,Descripción del Plato_2,18,30,3,46,Ninguna,90,36,40.00%
653,13,Plato_8,Descripción del Plato_8,21,35,2,53,Ninguna,70,28,40.00%
654,12,Plato_5,Descripción del Plato_5,13,22,1,31,Ninguna,22,9,41.00%
654,12,Plato_3,Descripción del Plato_3,12,20,1,13,Ninguna,20,8,40.00%
655,5,Plato_17,Descripción del Plato_17,19,31,3,36,Sin cebolla,93,36,39.00%
656,19,Plato_14,Descripción del Plato_14,14,23,1,13,Ninguna,23,9,39.00%
656,19,Plato_3,Descripción del Plato_3,12,20,3,44,Sin cebolla,60,24,40.00%
656,19,Plato_12,Descripción del Plato_12,11,19,2,39,Sin cebolla,38,16,42.00%
656,19,Plato_19,Descripción del Plato_19,22,36,1,14,Ninguna,36,14,39.00%
657,1,Plato_20,Descripción del Plato_20,25,40,2,55,Sin cebolla,80,30,38.00%
657,1,Plato_14,Descripción del Plato_14,14,23,2,39,Sin cebolla,46,18,39.00%
657,1,Plato_8,Descripción del Plato_8,21,35,2,40,Sin cebolla,70,28,40.00%
658,19,Plato_15,Descripción del Plato_15,19,32,1,21,Sin cebolla,32,13,41.00%
658,19,Plato_6,Descripción del Plato_6,16,27,2,27,Sin cebolla,54,22,41.00%
659,9,Plato_9,Descripción del Plato_9,17,29,3,31,Ninguna,87,36,41.00%
660,19,Plato_12,Descripción del Plato_12,11,19,2,24,Sin cebolla,38,16,42.00%
660,19,Plato_2,Descripción del Plato_2,18,30,3,16,Ninguna,90,36,40.00%
660,19,Plato_20,Descripción del Plato_20,25,40,2,5,Sin cebolla,80,30,38.00%
661,16,Plato_14,Descripción del Plato_14,14,23,3,56,Sin cebolla,69,27,39.00%
661,16,Plato_17,Descripción del Plato_17,19,31,1,22,Sin cebolla,31,12,39.00%
661,16,Plato_1,Descripción del Plato_1,15,25,2,30,Ninguna,50,20,40.00%
661,16,Plato_16,Descripción del Plato_16,16,28,2,27,Sin cebolla,56,24,43.00%
662,15,Plato_7,Descripción del Plato_7,14,24,3,34,Ninguna,72,30,42.00%
662,15,Plato_1,Descripción del Plato_1,15,25,1,10,Sin cebolla,25,10,40.00%
662,15,Plato_19,Descripción del Plato_19,22,36,1,41,Ninguna,36,14,39.00%
663,3,Plato_4,Descripción del Plato_4,10,18,2,40,Sin cebolla,36,16,44.00%
663,3,Plato_9,Descripción del Plato_9,17,29,2,5,Sin cebolla,58,24,41.00%
663,3,Plato_3,Descripción del Plato_3,12,20,1,42,Sin cebolla,20,8,40.00%
664,20,Plato_4,Descripción del Plato_4,10,18,1,9,Ninguna,18,8,44.00%
664,20,Plato_12,Descripción del Plato_12,11,19,2,42,Ninguna,38,16,42.00%
664,20,Plato_5,Descripción del Plato_5,13,22,3,48,Sin cebolla,66,27,41.00%
665,6,Plato_1,Descripción del Plato_1,15,25,3,25,Sin cebolla,75,30,40.00%
665,6,Plato_6,Descripción del Plato_6,16,27,2,15,Sin cebolla,54,22,41.00%
666,8,Plato_3,Descripción del Plato_3,12,20,2,27,Sin cebolla,40,16,40.00%
667,6,Plato_19,Descripción del Plato_19,22,36,1,12,Ninguna,36,14,39.00%
668,12,Plato_10,Descripción del Plato_10,15,26,3,59,Ninguna,78,33,42.00%
668,12,Plato_7,Descripción del Plato_7,14,24,2,9,Sin cebolla,48,20,42.00%
668,12,Plato_1,Descripción del Plato_1,15,25,3,47,Ninguna,75,30,40.00%
669,10,Plato_17,Descripción del Plato_17,19,31,1,13,Sin cebolla,31,12,39.00%
669,10,Plato_6,Descripción del Plato_6,16,27,2,14,Sin cebolla,54,22,41.00%
669,10,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla,96,39,41.00%
670,16,Plato_14,Descripción del Plato_14,14,23,1,26,Ninguna,23,9,39.00%
670,16,Plato_8,Descripción del Plato_8,21,35,1,17,Sin cebolla,35,14,40.00%
670,16,Plato_19,Descripción del Plato_19,22,36,1,32,Ninguna,36,14,39.00%
671,17,Plato_8,Descripción del Plato_8,21,35,2,29,Sin cebolla,70,28,40.00%
671,17,Plato_1,Descripción del Plato_1,15,25,2,32,Ninguna,50,20,40.00%
671,17,Plato_15,Descripción del Plato_15,19,32,2,34,Ninguna,64,26,41.00%
672,12,Plato_15,Descripción del Plato_15,19,32,3,21,Sin cebolla,96,39,41.00%
672,12,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla,42,16,38.00%
672,12,Plato_12,Descripción del Plato_12,11,19,1,42,Ninguna,19,8,42.00%
673,20,Plato_20,Descripción del Plato_20,25,40,2,13,Ninguna,80,30,38.00%
673,20,Plato_8,Descripción del Plato_8,21,35,3,10,Ninguna,105,42,40.00%
673,20,Plato_2,Descripción del Plato_2,18,30,1,25,Ninguna,30,12,40.00%
673,20,Plato_1,Descripción del Plato_1,15,25,2,45,Sin cebolla,50,20,40.00%
674,1,Plato_12,Descripción del Plato_12,11,19,3,11,Ninguna,57,24,42.00%
674,1,Plato_4,Descripción del Plato_4,10,18,2,12,Ninguna,36,16,44.00%
674,1,Plato_17,Descripción del Plato_17,19,31,3,7,Sin cebolla,93,36,39.00%
674,1,Plato_13,Descripción del Plato_13,13,21,1,35,Ninguna,21,8,38.00%
675,5,Plato_1,Descripción del Plato_1,15,25,1,8,Ninguna,25,10,40.00%
675,5,Plato_3,Descripción del Plato_3,12,20,3,54,Sin cebolla,60,24,40.00%
675,5,Plato_19,Descripción del Plato_19,22,36,3,59,Ninguna,108,42,39.00%
676,7,Plato_17,Descripción del Plato_17,19,31,1,45,Ninguna,31,12,39.00%
676,7,Plato_14,Descripción del Plato_14,14,23,1,40,Sin cebolla,23,9,39.00%
676,7,Plato_16,Descripción del Plato_16,16,28,1,12,Sin cebolla,28,12,43.00%
676,7,Plato_13,Descripción del Plato_13,13,21,2,24,Ninguna,42,16,38.00%
677,14,Plato_3,Descripción del Plato_3,12,20,2,55,Ninguna,40,16,40.00%
677,14,Plato_8,Descripción del Plato_8,21,35,2,59,Sin cebolla,70,28,40.00%
677,14,Plato_18,Descripción del Plato_18,20,34,1,34,Sin cebolla,34,14,41.00%
678,19,Plato_9,Descripción del Plato_9,17,29,1,27,Ninguna,29,12,41.00%
678,19,Plato_12,Descripción del Plato_12,11,19,3,37,Sin cebolla,57,24,42.00%
678,19,Plato_8,Descripción del Plato_8,21,35,2,37,Sin cebolla,70,28,40.00%
678,19,Plato_7,Descripción del Plato_7,14,24,2,20,Sin cebolla,48,20,42.00%
679,9,Plato_13,Descripción del Plato_13,13,21,2,27,Sin cebolla,42,16,38.00%
679,9,Plato_10,Descripción del Plato_10,15,26,1,11,Sin cebolla,26,11,42.00%
679,9,Plato_16,Descripción del Plato_16,16,28,2,16,Sin cebolla,56,24,43.00%
679,9,Plato_1,Descripción del Plato_1,15,25,3,52,Sin cebolla,75,30,40.00%
680,5,Plato_4,Descripción del Plato_4,10,18,2,6,Sin cebolla,36,16,44.00%
680,5,Plato_3,Descripción del Plato_3,12,20,3,49,Sin cebolla,60,24,40.00%
680,5,Plato_11,Descripción del Plato_11,20,33,2,56,Ninguna,66,26,39.00%
681,2,Plato_11,Descripción del Plato_11,20,33,1,44,Ninguna,33,13,39.00%
681,2,Plato_13,Descripción del Plato_13,13,21,2,21,Sin cebolla,42,16,38.00%
682,1,Plato_14,Descripción del Plato_14,14,23,1,43,Ninguna,23,9,39.00%
683,2,Plato_5,Descripción del Plato_5,13,22,1,25,Sin cebolla,22,9,41.00%
683,2,Plato_3,Descripción del Plato_3,12,20,2,35,Ninguna,40,16,40.00%
683,2,Plato_20,Descripción del Plato_20,25,40,1,6,Sin cebolla,40,15,38.00%
683,2,Plato_17,Descripción del Plato_17,19,31,2,16,Sin cebolla,62,24,39.00%
684,10,Plato_19,Descripción del Plato_19,22,36,1,38,Ninguna,36,14,39.00%
684,10,Plato_17,Descripción del Plato_17,19,31,1,10,Sin cebolla,31,12,39.00%
684,10,Plato_10,Descripción del Plato_10,15,26,1,25,Ninguna,26,11,42.00%
684,10,Plato_9,Descripción del Plato_9,17,29,3,37,Ninguna,87,36,41.00%
685,5,Plato_6,Descripción del Plato_6,16,27,2,17,Sin cebolla,54,22,41.00%
686,10,Plato_17,Descripción del Plato_17,19,31,2,37,Ninguna,62,24,39.00%
686,10,Plato_3,Descripción del Plato_3,12,20,2,21,Sin cebolla,40,16,40.00%
687,2,Plato_19,Descripción del Plato_19,22,36,2,29,Ninguna,72,28,39.00%
688,3,Plato_9,Descripción del Plato_9,17,29,1,14,Sin cebolla,29,12,41.00%
689,14,Plato_14,Descripción del Plato_14,14,23,3,16,Ninguna,69,27,39.00%
689,14,Plato_1,Descripción del Plato_1,15,25,3,7,Ninguna,75,30,40.00%
689,14,Plato_13,Descripción del Plato_13,13,21,1,6,Sin cebolla,21,8,38.00%
690,15,Plato_20,Descripción del Plato_20,25,40,1,49,Ninguna,40,15,38.00%
690,15,Plato_17,Descripción del Plato_17,19,31,2,16,Ninguna,62,24,39.00%
690,15,Plato_16,Descripción del Plato_16,16,28,2,54,Ninguna,56,24,43.00%
690,15,Plato_11,Descripción del Plato_11,20,33,1,24,Ninguna,33,13,39.00%
691,19,Plato_5,Descripción del Plato_5,13,22,3,34,Ninguna,66,27,41.00%
692,9,Plato_8,Descripción del Plato_8,21,35,3,33,Sin cebolla,105,42,40.00%
692,9,Plato_2,Descripción del Plato_2,18,30,1,49,Ninguna,30,12,40.00%
692,9,Plato_4,Descripción del Plato_4,10,18,1,11,Ninguna,18,8,44.00%
692,9,Plato_3,Descripción del Plato_3,12,20,1,7,Ninguna,20,8,40.00%
693,15,Plato_19,Descripción del Plato_19,22,36,1,20,Ninguna,36,14,39.00%
693,15,Plato_13,Descripción del Plato_13,13,21,2,24,Ninguna,42,16,38.00%
694,5,Plato_3,Descripción del Plato_3,12,20,3,20,Ninguna,60,24,40.00%
694,5,Plato_4,Descripción del Plato_4,10,18,2,26,Sin cebolla,36,16,44.00%
694,5,Plato_20,Descripción del Plato_20,25,40,1,40,Ninguna,40,15,38.00%
694,5,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla,21,8,38.00%
695,9,Plato_16,Descripción del Plato_16,16,28,2,30,Sin cebolla,56,24,43.00%
695,9,Plato_2,Descripción del Plato_2,18,30,2,7,Sin cebolla,60,24,40.00%
696,2,Plato_14,Descripción del Plato_14,14,23,2,23,Ninguna,46,18,39.00%
697,4,Plato_14,Descripción del Plato_14,14,23,2,24,Ninguna,46,18,39.00%
697,4,Plato_11,Descripción del Plato_11,20,33,2,41,Sin cebolla,66,26,39.00%
697,4,Plato_2,Descripción del Plato_2,18,30,2,35,Sin cebolla,60,24,40.00%
697,4,Plato_6,Descripción del Plato_6,16,27,1,7,Ninguna,27,11,41.00%
698,19,Plato_6,Descripción del Plato_6,16,27,1,55,Sin cebolla,27,11,41.00%
698,19,Plato_10,Descripción del Plato_10,15,26,1,12,Sin cebolla,26,11,42.00%
698,19,Plato_14,Descripción del Plato_14,14,23,3,19,Sin cebolla,69,27,39.00%
698,19,Plato_13,Descripción del Plato_13,13,21,3,15,Sin cebolla,63,24,38.00%
699,8,Plato_9,Descripción del Plato_9,17,29,2,11,Sin cebolla,58,24,41.00%
700,8,Plato_18,Descripción del Plato_18,20,34,3,37,Sin cebolla,102,42,41.00%
700,8,Plato_10,Descripción del Plato_10,15,26,3,35,Sin cebolla,78,33,42.00%
700,8,Plato_6,Descripción del Plato_6,16,27,2,14,Sin cebolla,54,22,41.00%
701,19,Plato_11,Descripción del Plato_11,20,33,2,42,Sin cebolla,66,26,39.00%
701,19,Plato_4,Descripción del Plato_4,10,18,2,55,Sin cebolla,36,16,44.00%
702,13,Plato_4,Descripción del Plato_4,10,18,2,59,Ninguna,36,16,44.00%
702,13,Plato_13,Descripción del Plato_13,13,21,1,36,Ninguna,21,8,38.00%
702,13,Plato_6,Descripción del Plato_6,16,27,2,29,Sin cebolla,54,22,41.00%
702,13,Plato_16,Descripción del Plato_16,16,28,3,31,Ninguna,84,36,43.00%
703,9,Plato_13,Descripción del Plato_13,13,21,3,29,Sin cebolla,63,24,38.00%
704,13,Plato_4,Descripción del Plato_4,10,18,1,38,Ninguna,18,8,44.00%
705,12,Plato_3,Descripción del Plato_3,12,20,3,25,Sin cebolla,60,24,40.00%
705,12,Plato_10,Descripción del Plato_10,15,26,2,8,Ninguna,52,22,42.00%
706,20,Plato_4,Descripción del Plato_4,10,18,3,33,Sin cebolla,54,24,44.00%
707,15,Plato_15,Descripción del Plato_15,19,32,1,31,Ninguna,32,13,41.00%
707,15,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla,21,8,38.00%
707,15,Plato_2,Descripción del Plato_2,18,30,2,53,Ninguna,60,24,40.00%
707,15,Plato_19,Descripción del Plato_19,22,36,2,11,Ninguna,72,28,39.00%
708,5,Plato_6,Descripción del Plato_6,16,27,2,24,Sin cebolla,54,22,41.00%
709,8,Plato_13,Descripción del Plato_13,13,21,2,7,Ninguna,42,16,38.00%
709,8,Plato_8,Descripción del Plato_8,21,35,1,33,Sin cebolla,35,14,40.00%
709,8,Plato_11,Descripción del Plato_11,20,33,2,27,Sin cebolla,66,26,39.00%
709,8,Plato_1,Descripción del Plato_1,15,25,2,31,Ninguna,50,20,40.00%
710,18,Plato_3,Descripción del Plato_3,12,20,2,32,Ninguna,40,16,40.00%
710,18,Plato_12,Descripción del Plato_12,11,19,3,45,Sin cebolla,57,24,42.00%
710,18,Plato_4,Descripción del Plato_4,10,18,1,20,Sin cebolla,18,8,44.00%
710,18,Plato_14,Descripción del Plato_14,14,23,1,43,Sin cebolla,23,9,39.00%
711,20,Plato_18,Descripción del Plato_18,20,34,3,43,Ninguna,102,42,41.00%
711,20,Plato_15,Descripción del Plato_15,19,32,2,16,Sin cebolla,64,26,41.00%
712,10,Plato_7,Descripción del Plato_7,14,24,2,49,Ninguna,48,20,42.00%
713,6,Plato_11,Descripción del Plato_11,20,33,3,41,Sin cebolla,99,39,39.00%
713,6,Plato_9,Descripción del Plato_9,17,29,3,14,Sin cebolla,87,36,41.00%
713,6,Plato_15,Descripción del Plato_15,19,32,3,45,Ninguna,96,39,41.00%
713,6,Plato_10,Descripción del Plato_10,15,26,3,25,Ninguna,78,33,42.00%
714,19,Plato_18,Descripción del Plato_18,20,34,3,17,Sin cebolla,102,42,41.00%
714,19,Plato_2,Descripción del Plato_2,18,30,3,17,Sin cebolla,90,36,40.00%
714,19,Plato_11,Descripción del Plato_11,20,33,1,29,Sin cebolla,33,13,39.00%
715,12,Plato_2,Descripción del Plato_2,18,30,3,35,Ninguna,90,36,40.00%
715,12,Plato_6,Descripción del Plato_6,16,27,1,14,Ninguna,27,11,41.00%
715,12,Plato_1,Descripción del Plato_1,15,25,3,38,Ninguna,75,30,40.00%
715,12,Plato_4,Descripción del Plato_4,10,18,3,49,Sin cebolla,54,24,44.00%
716,12,Plato_13,Descripción del Plato_13,13,21,3,12,Ninguna,63,24,38.00%
716,12,Plato_1,Descripción del Plato_1,15,25,3,48,Ninguna,75,30,40.00%
716,12,Plato_17,Descripción del Plato_17,19,31,3,30,Sin cebolla,93,36,39.00%
717,8,Plato_5,Descripción del Plato_5,13,22,2,23,Sin cebolla,44,18,41.00%
717,8,Plato_2,Descripción del Plato_2,18,30,1,36,Sin cebolla,30,12,40.00%
717,8,Plato_6,Descripción del Plato_6,16,27,3,13,Sin cebolla,81,33,41.00%
718,7,Plato_3,Descripción del Plato_3,12,20,1,58,Sin cebolla,20,8,40.00%
719,16,Plato_20,Descripción del Plato_20,25,40,1,15,Ninguna,40,15,38.00%
719,16,Plato_12,Descripción del Plato_12,11,19,2,34,Ninguna,38,16,42.00%
719,16,Plato_9,Descripción del Plato_9,17,29,1,21,Ninguna,29,12,41.00%
720,4,Plato_11,Descripción del Plato_11,20,33,1,36,Ninguna,33,13,39.00%
720,4,Plato_9,Descripción del Plato_9,17,29,3,44,Sin cebolla,87,36,41.00%
720,4,Plato_7,Descripción del Plato_7,14,24,2,53,Sin cebolla,48,20,42.00%
721,6,Plato_9,Descripción del Plato_9,17,29,1,20,Sin cebolla,29,12,41.00%
721,6,Plato_19,Descripción del Plato_19,22,36,1,15,Sin cebolla,36,14,39.00%
721,6,Plato_7,Descripción del Plato_7,14,24,3,44,Ninguna,72,30,42.00%
721,6,Plato_6,Descripción del Plato_6,16,27,3,54,Sin cebolla,81,33,41.00%
722,13,Plato_13,Descripción del Plato_13,13,21,3,43,Ninguna,63,24,38.00%
722,13,Plato_5,Descripción del Plato_5,13,22,1,16,Ninguna,22,9,41.00%
723,12,Plato_16,Descripción del Plato_16,16,28,2,22,Ninguna,56,24,43.00%
723,12,Plato_8,Descripción del Plato_8,21,35,2,9,Ninguna,70,28,40.00%
724,8,Plato_5,Descripción del Plato_5,13,22,3,56,Ninguna,66,27,41.00%
725,10,Plato_18,Descripción del Plato_18,20,34,3,30,Ninguna,102,42,41.00%
725,10,Plato_5,Descripción del Plato_5,13,22,3,55,Ninguna,66,27,41.00%
726,11,Plato_5,Descripción del Plato_5,13,22,2,6,Ninguna,44,18,41.00%
726,11,Plato_19,Descripción del Plato_19,22,36,1,13,Ninguna,36,14,39.00%
726,11,Plato_14,Descripción del Plato_14,14,23,2,55,Ninguna,46,18,39.00%
727,17,Plato_3,Descripción del Plato_3,12,20,2,21,Sin cebolla,40,16,40.00%
728,9,Plato_4,Descripción del Plato_4,10,18,1,42,Ninguna,18,8,44.00%
728,9,Plato_6,Descripción del Plato_6,16,27,3,8,Ninguna,81,33,41.00%
728,9,Plato_15,Descripción del Plato_15,19,32,3,22,Ninguna,96,39,41.00%
729,20,Plato_18,Descripción del Plato_18,20,34,2,57,Ninguna,68,28,41.00%
729,20,Plato_3,Descripción del Plato_3,12,20,3,8,Sin cebolla,60,24,40.00%
730,8,Plato_2,Descripción del Plato_2,18,30,3,32,Sin cebolla,90,36,40.00%
730,8,Plato_7,Descripción del Plato_7,14,24,1,47,Sin cebolla,24,10,42.00%
731,17,Plato_15,Descripción del Plato_15,19,32,2,47,Sin cebolla,64,26,41.00%
732,12,Plato_20,Descripción del Plato_20,25,40,3,29,Ninguna,120,45,38.00%
732,12,Plato_10,Descripción del Plato_10,15,26,3,36,Sin cebolla,78,33,42.00%
732,12,Plato_19,Descripción del Plato_19,22,36,3,56,Sin cebolla,108,42,39.00%
733,14,Plato_19,Descripción del Plato_19,22,36,3,31,Sin cebolla,108,42,39.00%
733,14,Plato_7,Descripción del Plato_7,14,24,1,34,Ninguna,24,10,42.00%
733,14,Plato_6,Descripción del Plato_6,16,27,2,9,Sin cebolla,54,22,41.00%
734,14,Plato_15,Descripción del Plato_15,19,32,3,11,Sin cebolla,96,39,41.00%
734,14,Plato_7,Descripción del Plato_7,14,24,1,16,Ninguna,24,10,42.00%
734,14,Plato_12,Descripción del Plato_12,11,19,1,25,Ninguna,19,8,42.00%
735,20,Plato_14,Descripción del Plato_14,14,23,2,30,Sin cebolla,46,18,39.00%
735,20,Plato_15,Descripción del Plato_15,19,32,3,57,Ninguna,96,39,41.00%
736,17,Plato_5,Descripción del Plato_5,13,22,3,22,Sin cebolla,66,27,41.00%
736,17,Plato_16,Descripción del Plato_16,16,28,2,43,Ninguna,56,24,43.00%
736,17,Plato_17,Descripción del Plato_17,19,31,3,27,Sin cebolla,93,36,39.00%
737,6,Plato_9,Descripción del Plato_9,17,29,2,17,Sin cebolla,58,24,41.00%
737,6,Plato_2,Descripción del Plato_2,18,30,2,5,Ninguna,60,24,40.00%
738,15,Plato_10,Descripción del Plato_10,15,26,2,59,Ninguna,52,22,42.00%
738,15,Plato_16,Descripción del Plato_16,16,28,1,15,Ninguna,28,12,43.00%
738,15,Plato_4,Descripción del Plato_4,10,18,3,20,Sin cebolla,54,24,44.00%
739,10,Plato_14,Descripción del Plato_14,14,23,2,54,Ninguna,46,18,39.00%
740,16,Plato_16,Descripción del Plato_16,16,28,3,31,Ninguna,84,36,43.00%
740,16,Plato_15,Descripción del Plato_15,19,32,1,16,Sin cebolla,32,13,41.00%
740,16,Plato_19,Descripción del Plato_19,22,36,3,45,Sin cebolla,108,42,39.00%
740,16,Plato_14,Descripción del Plato_14,14,23,3,21,Sin cebolla,69,27,39.00%
741,14,Plato_7,Descripción del Plato_7,14,24,3,52,Sin cebolla,72,30,42.00%
741,14,Plato_9,Descripción del Plato_9,17,29,2,40,Ninguna,58,24,41.00%
741,14,Plato_11,Descripción del Plato_11,20,33,3,39,Sin cebolla,99,39,39.00%
741,14,Plato_16,Descripción del Plato_16,16,28,2,34,Sin cebolla,56,24,43.00%
742,20,Plato_17,Descripción del Plato_17,19,31,1,41,Sin cebolla,31,12,39.00%
742,20,Plato_2,Descripción del Plato_2,18,30,3,43,Ninguna,90,36,40.00%
742,20,Plato_10,Descripción del Plato_10,15,26,1,26,Sin cebolla,26,11,42.00%
742,20,Plato_12,Descripción del Plato_12,11,19,1,35,Ninguna,19,8,42.00%
743,19,Plato_10,Descripción del Plato_10,15,26,2,59,Sin cebolla,52,22,42.00%
743,19,Plato_4,Descripción del Plato_4,10,18,2,41,Ninguna,36,16,44.00%
743,19,Plato_14,Descripción del Plato_14,14,23,2,43,Sin cebolla,46,18,39.00%
744,11,Plato_4,Descripción del Plato_4,10,18,1,57,Ninguna,18,8,44.00%
744,11,Plato_9,Descripción del Plato_9,17,29,2,10,Ninguna,58,24,41.00%
745,3,Plato_8,Descripción del Plato_8,21,35,3,34,Ninguna,105,42,40.00%
